Respondent ID,Region,ETA Office,Topic,Question,Answer,Score
141020039,Atlanta,Office of Job Corps,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Uncovering the Impact of WIOA,D-Excellent,4
141020132,Atlanta,Office of Apprenticeship,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Uncovering the Impact of WIOA,D-Excellent,4
141020220,Atlanta,OTAA,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Uncovering the Impact of WIOA,D-Excellent,4
141015533,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,B-Average,2
141015753,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,B-Average,2
141015959,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,B-Average,2
141015533,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,B-Average,2
141015533,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Uncovering the Impact of WIOA,B-Average,2
141015753,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Uncovering the Impact of WIOA,B-Average,2
141015959,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Uncovering the Impact of WIOA,B-Average,2
141016212,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Uncovering the Impact of WIOA,B-Average,2
141016399,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Uncovering the Impact of WIOA,B-Average,2
141016212,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
141016399,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
141017281,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
141017466,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
141017642,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
141017776,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
141018016,Atlanta,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
141018215,Atlanta,Office of Special Initiatives and Demonstrations (OSID),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
141018380,Atlanta,Office of Special Initiatives and Demonstrations (OSID),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
141018524,Atlanta,Office of Special Initiatives and Demonstrations (OSID),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
141018714,Atlanta,Office of Special Initiatives and Demonstrations (OSID),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
141018952,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,C-Good,3
141015533,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
141015753,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
141015959,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
141016212,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
141016399,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
141017281,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
141017466,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
141017642,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
141017776,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
141018016,Atlanta,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,C-Good,3
141015533,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,C-Good,3
141015753,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,C-Good,3
141015959,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,C-Good,3
141016212,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,C-Good,3
141016399,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,C-Good,3
141017281,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,C-Good,3
141015753,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,C-Good,3
141015959,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,C-Good,3
141016212,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,C-Good,3
141016399,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,C-Good,3
141017281,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,C-Good,3
141017466,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,C-Good,3
141017642,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,C-Good,3
141017776,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,C-Good,3
141018016,Atlanta,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,C-Good,3
141018215,Atlanta,Office of Special Initiatives and Demonstrations (OSID),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,C-Good,3
141015533,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,C-Good,3
